Release date,Product,Platform,Impact,Severity,Article,Download,Details
06/09/2020,Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561643,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561643,CVE-2020-1281
06/09/2020,Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561669,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561669,CVE-2020-1281
06/09/2020,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4561670,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561670,CVE-2020-1281
06/09/2020,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4561645,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561645,CVE-2020-1281
06/09/2020,Windows Server 2008 for x64-based Systems Service Pack 2,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561670,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561670,CVE-2020-1281
06/09/2020,Windows Server 2008 for x64-based Systems Service Pack 2,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561645,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561645,CVE-2020-1281
06/09/2020,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4561670,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561670,CVE-2020-1281
06/09/2020,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4561645,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561645,CVE-2020-1281
06/09/2020,Windows Server 2008 for 32-bit Systems Service Pack 2,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561670,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561670,CVE-2020-1281
06/09/2020,Windows Server 2008 for 32-bit Systems Service Pack 2,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561645,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561645,CVE-2020-1281
06/09/2020,Windows RT 8.1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561666,,CVE-2020-1281
06/09/2020,Windows 8.1 for x64-based systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561666,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561666,CVE-2020-1281
06/09/2020,Windows 8.1 for x64-based systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561673,CVE-2020-1281
06/09/2020,Windows 8.1 for 32-bit systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561666,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561666,CVE-2020-1281
06/09/2020,Windows 8.1 for 32-bit systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561673,CVE-2020-1281
06/09/2020,Windows 7 for x64-based Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561643,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561643,CVE-2020-1281
06/09/2020,Windows 7 for x64-based Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561669,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561669,CVE-2020-1281
06/09/2020,Windows 7 for 32-bit Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561643,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561643,CVE-2020-1281
06/09/2020,Windows 7 for 32-bit Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561669,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561669,CVE-2020-1281
06/09/2020,Windows Server 2016  (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4561616,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561616,CVE-2020-1281
06/09/2020,Windows Server 2016,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561616,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561616,CVE-2020-1281
06/09/2020,Windows 10 Version 1607 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561616,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561616,CVE-2020-1281
06/09/2020,Windows 10 Version 1607 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4561616,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4561616,CVE-2020-1281
06/09/2020,Windows 10 Version 1903 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4560960,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4560960,CVE-2020-1281
06/09/2020,"Windows Server, version 1903 (Server Core installation)",,Remote Code Execution,Critical,https://support.microsoft.com/help/4560960,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4560960,CVE-2020-1248
06/09/2020,Windows 10 Version 1903 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4560960,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4560960,CVE-2020-1248
06/09/2020,Windows 10 Version 1903 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4560960,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4560960,CVE-2020-1248
06/09/2020,Windows 10 Version 1903 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4560960,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4560960,CVE-2020-1248
06/09/2020,"Windows Server, version 1909 (Server Core installation)",,Remote Code Execution,Critical,https://support.microsoft.com/help/4560960,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4560960,CVE-2020-1248
06/09/2020,Windows 10 Version 1909 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4560960,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4560960,CVE-2020-1248
06/09/2020,Windows 10 Version 1909 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4560960,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4560960,CVE-2020-1248
06/09/2020,ChakraCore,,Remote Code Execution,Critical,https://github.com/Microsoft/ChakraCore/wiki/Roadmap#v11120,https://github.com/Microsoft/ChakraCore/releases/tag/v1.11.20,CVE-2020-1073
05/12/2020,Windows Server 2016  (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1136
05/12/2020,Windows Server 2016,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1136
05/12/2020,Windows 10 Version 1607 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1136
05/12/2020,Windows 10 Version 1607 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1136
05/12/2020,Windows 10 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556826,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556826,CVE-2020-1136
05/12/2020,Windows 10 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556826,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556826,CVE-2020-1136
05/12/2020,"Windows Server, version 1903 (Server Core installation)",,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1136
05/12/2020,Windows Server 2016  (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1126
05/12/2020,Windows Server 2016,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1126
05/12/2020,Windows 10 Version 1607 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1126
05/12/2020,Windows 10 Version 1607 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1126
05/12/2020,"Windows Server, version 1903 (Server Core installation)",,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1126
05/12/2020,Windows 10 Version 1903 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1126
05/12/2020,Windows 10 Version 1903 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1126
05/12/2020,Windows 10 Version 1903 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1126
05/12/2020,Windows 10 Version 1709 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556812,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556812,CVE-2020-1126
05/12/2020,Windows 10 Version 1709 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556812,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556812,CVE-2020-1126
05/12/2020,Windows 10 Version 1709 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556812,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556812,CVE-2020-1126
05/12/2020,"Windows Server, version 1909 (Server Core installation)",,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1126
05/12/2020,Windows 10 Version 1909 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1126
05/12/2020,Windows 10 Version 1909 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1126
05/12/2020,Windows 10 Version 1909 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1126
05/12/2020,Internet Explorer 11,Windows RT 8.1,Remote Code Execution,Critical,https://support.microsoft.com/help/4556846,,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 8.1 for x64-based systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556846,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556846,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 8.1 for x64-based systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556798,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556798,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 8.1 for 32-bit systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556846,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556846,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 8.1 for 32-bit systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556798,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556798,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 7 for 32-bit Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4556836,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556836,CVE-2020-1062
05/12/2020,Internet Explorer 11,Windows 7 for 32-bit Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4556798,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556798,CVE-2020-1062
05/12/2020,Windows 10 Version 1903 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1136
05/12/2020,Windows 10 Version 1903 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1136
05/12/2020,Windows 10 Version 1903 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1136
05/12/2020,Windows 10 Version 1709 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556812,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556812,CVE-2020-1136
05/12/2020,Windows 10 Version 1709 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556812,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556812,CVE-2020-1136
05/12/2020,Windows 10 Version 1709 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556812,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556812,CVE-2020-1136
05/12/2020,"Windows Server, version 1909 (Server Core installation)",,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1136
05/12/2020,Windows 10 Version 1909 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1136
05/12/2020,Windows 10 Version 1909 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1136
05/12/2020,Windows 10 Version 1909 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1136
05/12/2020,Windows Server 2019  (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1136
05/12/2020,Windows Server 2019,,Remote Code Execution,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1136
05/12/2020,Windows 10 Version 1809 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1136
05/12/2020,Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1136
05/12/2020,Windows 10 Version 1809 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1136
05/12/2020,Windows 10 Version 1803 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556807,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556807,CVE-2020-1136
05/12/2020,"Windows Server, version 1803  (Server Core Installation)",,Remote Code Execution,Critical,https://support.microsoft.com/help/4556807,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556807,CVE-2020-1136
05/12/2020,Windows 10 Version 1803 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4556807,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556807,CVE-2020-1136
05/12/2020,Windows Server 2019  (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1126
05/12/2020,Windows Server 2019,,Remote Code Execution,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1126
05/12/2020,Windows 10 Version 1809 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1126
05/12/2020,Visual Studio Code,,Remote Code Execution,Critical,https://github.com/microsoft/vscode-python/blob/master/CHANGELOG.md,https://marketplace.visualstudio.com/items?itemName=ms-python.python,CVE-2020-1192
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1607 for x64-based Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1607 for 32-bit Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1903 for ARM64-based Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1903 for x64-based Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1903 for 32-bit Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1709 for ARM64-based Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556812,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556812,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1709 for x64-based Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556812,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556812,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1709 for 32-bit Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556812,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556812,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1909 for ARM64-based Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1909 for x64-based Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1909 for 32-bit Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for ARM64-based Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for x64-based Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for 32-bit Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for ARM64-based Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556807,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556807,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for x64-based Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556807,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556807,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for 32-bit Systems,Elevation of Privilege,Critical,https://support.microsoft.com/help/4556807,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556807,CVE-2020-1056
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1607 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1037
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1607 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1037
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556826,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556826,CVE-2020-1037
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556826,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556826,CVE-2020-1037
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1903 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1037
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1903 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1037
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1903 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1037
05/12/2020,Internet Explorer 11,Windows 7 for x64-based Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4556836,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556836,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 7 for x64-based Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4556798,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556798,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 7 for 32-bit Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4556836,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556836,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 7 for 32-bit Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4556798,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556798,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 10 Version 1607 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 10 Version 1607 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556813,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556813,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 10 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556826,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556826,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 10 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556826,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556826,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 10 Version 1903 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 10 Version 1903 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 10 Version 1903 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1093
05/12/2020,Internet Explorer 11,Windows 10 Version 1709 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556812,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556812,CVE-2020-1093
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1909 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1065
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1909 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556799,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556799,CVE-2020-1065
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1065
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1065
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4551853,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4551853,CVE-2020-1065
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556807,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556807,CVE-2020-1065
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556807,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556807,CVE-2020-1065
05/12/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4556807,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4556807,CVE-2020-1065
05/12/2020,Internet Explorer 11,Windows RT 8.1,Remote Code Execution,Critical,https://support.microsoft.com/help/4556846,,CVE-2020-1062
